@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
1.1499,8.9548,2.9925,14.6474,-0.6692,2.3216,38.8694,6.2345,28.3369,-0.507,0.7861,17.2512,4.1535,25.7188,-0.8725,7.4828,16.4141,4.0514,19.5385,0.0539,0.4953,1.4629,0.1537,2.9534,0.3103,0.1051,0.48,0.7205,0.7386,1.501,1.5388,1.0252,0.2304,0.5191,0.5456,2.2531,2.3681,1.051,0.6159,0.49,-5.2778,0.7956,-8.569,-10.7711,0.4667,0.6389,0.4249,1.369,0.9105,0.6651,0.5169,0.5695,0.7497,1.1018,1.4503,1.3163,0.0146,10.7377,0.0084,-0.0105,0.262,0.2831,0.6382,0.386,?,?,?,?,?,DAVANTI_PANTALONI
-0.0174,0.0178,0.1335,0.6033,-1.1505,-0.0239,0.0091,0.0956,0.5434,-1.2059,-0.0019,0.0059,0.0766,0.4875,-2.0012,0.164,0.0068,0.0825,0.4126,0.0393,0.7287,9.186,-0.1064,12.6062,-0.146,-0.0116,1.397,1.7432,1.6176,1.2478,1.1579,0.9279,1.9516,3.0389,2.6165,1.5571,1.3407,0.861,1.0864,0.993,-19.1359,0.914,-17.6142,-19.2714,1.1387,1.7272,0.6532,1.5168,0.5736,0.3782,1.1101,1.2376,1.4622,1.1149,1.3172,1.1815,0.0002,0.2503,0.5211,-0.0708,-0.2131,0.7481,-0.3487,-0.2599,?,?,?,?,?,DAVANTI_PANTALONI
-0.1629,0.2422,0.4922,2.278,-1.3098,0.0822,0.5588,0.7475,3.4889,-0.9797,0.0041,0.6703,0.8187,4.2569,-0.5846,1.1008,0.2928,0.5411,2.9566,0.0183,-1.9828,-39.6958,-0.148,20.0197,0.0746,0.0037,0.6584,0.6012,0.9096,0.9131,1.3815,1.513,0.4335,0.3614,0.8273,0.8337,1.9086,2.2892,0.7482,0.8225,-23.4812,1.0993,-31.3853,-28.5494,0.5596,0.3671,0.3275,0.656,0.5852,0.892,0.6529,0.5351,0.7705,0.8196,1.18,1.4398,0.001,1.6881,-0.0753,-0.4488,0.0364,0.0991,0.1618,0.2481,?,?,?,?,?,DAVANTI_PANTALONI
0.0101,0.0039,0.0625,0.3451,-0.9647,-0.0033,0.0036,0.06,0.2967,-0.7433,0.0012,0.0024,0.0488,0.2672,-0.9606,0.0884,0.0022,0.0468,0.2228,0.0376,-3.0413,8.5753,0.1143,-2.8196,-0.0376,0.0133,1.0403,1.2803,1.3347,1.2307,1.283,1.0425,1.0822,1.6392,1.7814,1.5146,1.6461,1.0868,1.3393,1.2943,-19.4932,0.9664,-14.5548,-15.0613,1.032,1.2887,0.7588,1.2488,0.7353,0.5888,1.163,1.2914,1.549,1.1104,1.3318,1.1994,0.0001,0.1365,0.7245,-0.2931,0.0969,0.3311,0.156,0.0326,?,?,?,?,?,DAVANTI_PANTALONI
-0.1664,0.0776,0.2785,1.8074,-2.3945,-0.1527,1.397,1.1819,5.3753,-0.6173,-0.0202,1.2108,1.1004,5.8665,-0.5196,1.2863,1.0823,1.0403,4.9493,0.0162,1.0896,8.2192,-0.1293,7.5434,-0.1187,-0.0157,0.2356,0.2531,0.2677,1.0741,1.1361,1.0577,0.0555,0.0641,0.0717,1.1537,1.2908,1.1188,0.6214,0.6356,-15.6273,1.0228,-25.1472,-24.5874,0.1602,0.1379,0.1058,0.8609,0.6607,0.7674,0.3362,0.3081,0.3652,0.9163,1.0861,1.1853,0.0012,1.9584,-0.185,-0.2978,-0.2752,0.9588,0.5335,0.5985,?,?,?,?,?,DAVANTI_PANTALONI
0.0891,1.9496,1.3963,5.0757,-0.8538,-0.0709,4.3506,2.0858,7.9867,-0.8032,-0.0759,2.8276,1.6815,8.641,-0.5011,2.7714,1.4656,1.2106,5.5266,0.0537,-1.256,-1.1742,0.0321,0.9349,-0.0256,-0.0274,0.6694,0.8304,1.1533,1.2404,1.7229,1.389,0.4481,0.6895,1.3302,1.5386,2.9684,1.9293,0.6571,0.8104,-7.4597,1.2333,-11.3523,-9.2049,0.6182,0.4757,0.4689,0.7695,0.7584,0.9857,0.6355,0.5874,0.9184,0.9243,1.4451,1.5635,0.0007,4.1989,0.9032,-0.013,0.3576,0.1367,0.4789,0.25,?,?,?,?,?,DAVANTI_PANTALONI
0.0417,0.9054,0.9515,10.3577,-1.916,-1.4661,5.3008,2.3024,10.8963,-2.8509,0.1787,2.0574,1.4343,9.9949,-0.6948,2.3778,4.7929,2.1893,9.5205,0.0081,-0.0284,0.2331,0.0175,-8.2045,-0.6166,0.0752,0.4133,0.6634,0.4346,1.6052,1.0517,0.6552,0.1708,0.4401,0.1889,2.5765,1.106,0.4293,0.8437,1.6609,-87.3246,1.9687,-103.5061,-52.5766,1.2553,0.6023,0.3701,0.4798,0.2948,0.6144,0.9506,1.0363,1.0879,1.0902,1.1445,1.0498,0.0078,3.3565,-0.0678,-0.0653,-0.0106,-0.6649,-0.819,0.5139,?,?,?,?,?,DAVANTI_PANTALONI
0.0764,2.9917,1.7296,10.1895,-0.9553,-1.0419,12.1138,3.4805,15.1767,-1.1919,0.6375,11.8276,3.4391,18.0462,-0.3742,4.2647,10.2436,3.2006,13.631,0.0284,-0.0733,0.1198,0.0179,-1.6344,-0.2443,0.1495,0.497,0.5029,0.5404,1.012,1.0875,1.0745,0.247,0.2529,0.2921,1.0242,1.1826,1.1546,0.6032,1.013,-12.4847,1.6793,-20.6968,-12.3246,0.7526,0.3968,0.3714,0.5273,0.4935,0.936,0.6714,0.5646,0.7475,0.841,1.1134,1.3239,0.0065,6.2664,-0.3913,0.001,0.0452,-0.0004,-0.4493,0.6395,?,?,?,?,?,DAVANTI_PANTALONI
-0.5252,3.1581,1.7771,10.4182,-1.663,-4.0674,24.5301,4.9528,25.6843,-6.0951,0.9572,3.6859,1.9199,9.9451,-0.4608,4.9745,24.3642,4.936,23.5916,0.0014,0.1291,-0.5486,-0.1056,-4.2491,-0.8176,0.1924,0.3588,0.9256,0.36,2.5798,1.0034,0.3889,0.1287,0.8568,0.1296,6.6552,1.0068,0.1513,0.2949,2.0738,-191.3022,7.0332,-648.7822,-92.2461,1.0807,0.5747,0.1656,0.5317,0.1532,0.2882,0.4056,1.0476,0.4416,2.5826,1.0887,0.4216,0.0223,6.8984,0.6014,-0.1568,-0.5843,-0.557,-0.9684,0.6058,?,?,?,?,?,DAVANTI_PANTALONI
0.5617,2.9422,1.7153,9.1651,-0.8519,-1.7613,7.2359,2.69,16.1951,-1.3031,0.1947,4.2198,2.0542,14.7176,-0.7743,3.4627,5.8631,2.4214,10.4252,0.0042,-0.3189,2.8852,0.1622,-9.0469,-0.5086,0.0562,0.6377,0.835,0.7084,1.3095,1.1109,0.8484,0.4066,0.6972,0.5018,1.7147,1.2341,0.7197,0.4601,0.6564,-96.5086,1.4267,-209.7507,-147.018,0.7038,0.5966,0.4727,0.8477,0.6717,0.7923,0.5659,0.6227,0.8791,1.1004,1.5535,1.4117,0.0097,5.2704,0.0107,-0.1852,0.0792,0.0135,-0.5703,0.2707,?,?,?,?,?,DAVANTI_PANTALONI
0.6011,3.8961,1.9739,12.7449,-0.4739,0.2369,7.0784,2.6605,14.422,-1.7668,0.8333,17.3502,4.1654,17.6995,-0.794,4.8169,6.2345,2.4969,11.56,0.0187,2.5376,0.7214,0.1248,0.2843,0.0492,0.173,0.7419,0.4739,0.7905,0.6387,1.0655,1.6682,0.5504,0.2246,0.6249,0.408,1.1354,2.7829,0.445,0.5231,-18.6222,1.1756,-41.8487,-35.5965,1.6588,0.8764,0.734,0.5283,0.4425,0.8375,0.8837,0.7201,1.1025,0.8148,1.2476,1.5311,0.0056,7.2651,0.3233,0.3109,0.4373,0.7437,0.1212,0.3968,?,?,?,?,?,DAVANTI_PANTALONI
0.7184,5.5639,2.3588,13.7307,-0.8636,-1.255,13.5104,3.6757,20.7515,-1.5312,0.5689,11.8167,3.4375,18.5455,-0.762,4.9783,8.5227,2.9194,15.3441,0.0055,-0.5724,1.2628,0.1443,-2.206,-0.2521,0.1143,0.6417,0.6862,0.808,1.0693,1.2591,1.1775,0.4118,0.4709,0.6528,1.1433,1.5852,1.3865,0.5069,0.7934,-74.5676,1.5652,-147.1098,-93.9856,0.8987,0.7,0.4775,0.7789,0.5313,0.6822,0.6617,0.7404,0.8949,1.119,1.3524,1.2086,0.0082,7.7597,-0.6696,0.0506,0.3698,0.4172,-0.4552,0.132,?,?,?,?,?,DAVANTI_PANTALONI
-0.3049,19.9512,4.4667,31.3607,-1.2736,-0.6909,33.5558,5.7927,29.8344,-1.5541,0.5709,31.7246,5.6325,31.9532,-0.5615,7.2812,33.1122,5.7543,23.6501,0.0208,0.4413,-0.5341,-0.0419,-1.2101,-0.0949,0.0784,0.7711,0.793,0.7762,1.0285,1.0067,0.9788,0.5946,0.6289,0.6025,1.0577,1.0134,0.9581,0.9677,1.5289,-34.9101,1.5799,-36.0741,-22.8338,1.1808,0.6741,0.5711,0.5708,0.4836,0.8472,1.0512,0.9815,1.326,0.9337,1.2615,1.3511,0.0049,10.9111,-0.3328,-0.2263,-0.1489,-0.4156,-0.3862,0.5472,?,?,?,?,?,DAVANTI_PANTALONI
-0.4111,7.366,2.714,21.3188,-0.5102,-0.1309,10.9353,3.3069,31.7925,-0.3161,0.8336,21.7129,4.6597,25.961,-0.4171,4.5493,20.1991,4.4943,30.013,0.0079,3.1398,-0.4932,-0.0904,-0.1571,-0.0288,0.1832,0.8207,0.5824,0.6039,0.7097,0.7358,1.0368,0.6736,0.3392,0.3647,0.5036,0.5414,1.0749,0.9432,0.9425,-30.3264,0.9992,-32.1512,-32.1767,0.5844,0.7706,0.4667,1.3187,0.7986,0.6056,0.6706,0.8212,0.7103,1.2246,1.0593,0.865,0.0048,6.8774,0.6358,-0.0424,-0.002,-0.0048,0.2293,0.6631,?,?,?,?,?,DAVANTI_PANTALONI
0.2104,0.4973,0.7052,3.914,-0.9493,-2.3065,7.9693,2.823,9.0983,-7.2304,0.575,1.9973,1.4133,6.9928,-0.559,2.8453,8.0631,2.8396,8.519,0.0072,-0.0912,0.3659,0.0739,-4.0112,-0.8106,0.2021,0.2498,0.499,0.2484,1.9975,0.9942,0.4977,0.0624,0.249,0.0617,3.99,0.9884,0.2477,0.2385,0.7602,-31.0434,3.1877,-130.1759,-40.8364,1.8164,0.4476,0.234,0.2465,0.1288,0.5228,0.4302,0.5597,0.4594,1.3011,1.068,0.8208,0.0137,3.9943,-0.3963,0.0242,0.3355,-0.6969,-0.9898,0.7365,?,?,?,?,?,DAVANTI_PANTALONI
-1.201,4.8725,2.2074,7.7858,-4.589,-0.3362,1.6183,1.2721,6.6894,-1.7326,0.5185,4.8925,2.2119,9.4428,-0.5439,2.7737,5.5139,2.3482,8.2473,0.015,3.5718,-2.3162,-0.433,-0.6485,-0.1212,0.1869,1.7352,0.998,0.94,0.5751,0.5417,0.942,3.0109,0.9959,0.8837,0.3308,0.2935,0.8873,1.5072,1.9218,-50.8016,1.275,-33.7057,-26.435,0.5691,0.2278,0.1664,0.4002,0.2924,0.7305,1.1639,0.8245,0.944,0.7084,0.8111,1.145,0.0078,4.2076,0.0806,-0.7123,-0.8685,-0.4563,-0.3919,0.7314,?,?,?,?,?,DAVANTI_PANTALONI
-0.0305,0.7947,0.8915,5.6702,-0.7127,0.3845,2.2629,1.5043,7.3574,-1.3083,0.8616,7.4154,2.7231,10.7501,-0.3189,2.7932,3.5623,1.8874,8.3572,0.0571,-0.0794,-0.0354,-0.0109,0.4463,0.1377,0.3085,0.5926,0.3274,0.4723,0.5524,0.797,1.4428,0.3512,0.1072,0.2231,0.3052,0.6353,2.0817,0.5658,0.9078,-4.6662,1.6044,-8.2465,-5.1399,1.0387,0.4062,0.3735,0.391,0.3596,0.9197,0.7707,0.5275,0.6785,0.6844,0.8804,1.2863,0.0054,4.0022,-0.0128,-0.1682,0.1159,-0.4895,-0.4543,0.8398,?,?,?,?,?,DAVANTI_PANTALONI
0.4883,6.7812,2.6041,14.2922,-1.313,-2.0583,11.7257,3.4243,15.3833,-4.6869,0.9931,14.5444,3.8137,18.2684,-0.3438,4.87,14.7958,3.8465,14.8156,0.0355,-0.2372,0.4917,0.1003,-2.0727,-0.4226,0.2039,0.7605,0.6828,0.677,0.8979,0.8902,0.9915,0.5783,0.4662,0.4583,0.8062,0.7925,0.983,0.6399,1.736,-14.8602,2.7128,-23.2221,-8.5602,2.2843,0.4545,0.4023,0.199,0.1761,0.885,0.9291,0.7823,0.9647,0.8421,1.0383,1.2331,0.0135,7.5271,-0.5092,-0.2207,0.134,-0.2863,-0.8569,0.6057,?,?,?,?,?,DAVANTI_PANTALONI
0.0982,1.0055,1.0028,7.1743,-0.4404,1.2614,4.1106,2.0275,7.6773,-0.1885,0.4307,2.2443,1.4981,9.4719,-0.2725,1.9283,5.4283,2.3299,10.1997,0.003,0.0778,0.2279,0.0509,2.9286,0.6541,0.2234,0.4946,0.6694,0.4304,1.3534,0.8702,0.643,0.2446,0.448,0.1852,1.8316,0.7573,0.4134,1.8012,1.0813,-71.5403,0.6003,-39.7185,-66.1596,0.7711,0.6691,0.4869,0.8678,0.6314,0.7276,0.9345,0.7574,0.7034,0.8105,0.7527,0.9286,0.0077,2.7671,0.4992,0.4893,0.5223,0.4,0.9138,0.6452,?,?,?,?,?,DAVANTI_PANTALONI
0.2525,3.2483,1.8023,9.8491,-0.6191,-1.3501,14.9719,3.8694,17.9721,-2.3353,0.3123,20.2471,4.4997,23.1503,-0.4567,4.6742,18.6031,4.3131,16.5724,0.0022,-0.187,0.8085,0.054,-4.3234,-0.2888,0.0668,0.4658,0.4005,0.4179,0.8599,0.8971,1.0432,0.217,0.1604,0.1746,0.7395,0.8048,1.0884,0.2993,0.5189,-103.4809,1.7337,-345.7548,-199.4341,1.1289,0.3828,0.3662,0.3391,0.3244,0.9568,0.548,0.4254,0.5943,0.7763,1.0845,1.3969,0.007,6.7419,-0.6587,0.0967,0.3754,-0.1349,-0.6268,0.537,?,?,?,?,?,DAVANTI_PANTALONI
1.6716,9.2467,3.0408,13.5197,-0.1638,0.8924,6.7521,2.5985,17.9424,-0.2391,0.8464,1.753,1.324,6.863,-0.0834,3.0689,12.6408,3.5554,15.4422,0.01,1.8732,1.9749,0.5447,1.0543,0.2908,0.2758,1.1702,2.2967,0.8553,1.9626,0.7309,0.3724,1.3695,5.2749,0.7315,3.8518,0.5342,0.1387,0.5496,3.6008,-12.1924,6.5512,-22.1822,-3.386,0.8022,1.8339,0.7447,2.2859,0.9283,0.4061,0.7535,1.9699,0.8755,2.6143,1.1619,0.4444,0.0104,4.4332,0.0192,0.3173,0.7771,0.3869,0.5311,0.7059,?,?,?,?,?,DAVANTI_PANTALONI
0.4567,1.1221,1.0593,5.212,-0.3806,-1.3344,5.7522,2.3984,8.6501,-11.6389,0.1474,3.1484,1.7744,10.0723,-0.7075,2.1539,7.3943,2.7192,9.1809,0.002,-0.3423,3.0976,0.212,-9.0501,-0.6195,0.0685,0.4417,0.597,0.3896,1.3517,0.882,0.6525,0.1951,0.3564,0.1518,1.827,0.7779,0.4258,0.1804,0.3443,-79.311,1.9087,-439.6682,-230.3455,5.5159,0.64,0.4104,0.116,0.0744,0.6413,0.6025,0.5175,0.5677,0.8588,0.9422,1.0971,0.0071,3.2987,-0.7692,0.3573,0.7388,-0.2459,-0.9613,0.2938,?,?,?,?,?,DAVANTI_PANTALONI
0.3198,1.8219,1.3498,6.9351,-0.2858,-0.9453,6.2944,2.5089,11.4466,-13.0004,-0.139,4.2281,2.0562,13.8419,-0.4802,1.9582,9.525,3.0863,13.5452,0.0027,-0.3383,-2.3014,0.1633,6.8025,-0.4827,-0.071,0.538,0.6564,0.4373,1.2201,0.8129,0.6663,0.2894,0.4309,0.1913,1.4887,0.6608,0.4439,0.145,0.3433,-42.5633,2.3669,-293.4546,-123.9831,6.5967,0.5768,0.3971,0.0874,0.0602,0.6885,0.6059,0.501,0.512,0.827,0.8451,1.0219,0.005,2.9435,-0.8646,0.7421,0.766,-0.5459,-0.9278,0.4057,?,?,?,?,?,DAVANTI_PANTALONI
-0.1016,7.3257,2.7066,11.2759,-0.5743,0.2331,8.2989,2.8808,16.9539,-1.3539,0.044,5.0045,2.2371,14.4561,-0.8877,3.9814,4.8445,2.201,13.0311,0.0371,-0.4361,-2.3097,-0.0255,5.2966,0.0585,0.0111,0.9395,1.2099,1.2297,1.2877,1.3088,1.0164,0.8827,1.4638,1.5122,1.6583,1.7131,1.033,0.4218,0.6051,-8.1928,1.4345,-19.4219,-13.5396,0.9944,0.9353,0.5292,0.9405,0.5322,0.5659,0.6651,0.78,0.8653,1.1728,1.301,1.1094,0.0013,6.1811,-0.0807,-0.0697,0.3229,-0.8766,-0.0785,0.1538,?,?,?,?,?,DAVANTI_PANTALONI
-0.2415,7.6321,2.7626,19.5802,-0.6032,-2.0253,39.5457,6.2885,27.9286,-0.8074,0.9109,7.8544,2.8026,16.2635,-0.8098,6.9476,11.7538,3.4284,14.8368,0.0472,0.1192,-0.2651,-0.0348,-2.2234,-0.2915,0.1311,0.4393,0.9857,0.8058,2.2438,1.8343,0.8175,0.193,0.9717,0.6493,5.0348,3.3645,0.6682,0.5905,1.0123,-10.0327,1.7144,-16.9904,-9.9106,0.7904,1.3591,0.7844,1.7196,0.9924,0.5771,0.7011,1.2039,1.3197,1.7173,1.8824,1.0962,0.0114,9.9127,0.1053,-0.1414,0.1075,-0.5025,-0.0338,0.3325,?,?,?,?,?,DAVANTI_PANTALONI
0.8379,12.5695,3.5454,18.2515,-0.5094,-2.0033,27.5885,5.2525,22.1578,-1.7469,0.0776,31.2667,5.5917,28.1753,-0.7546,6.8174,29.6696,5.447,19.1207,0.0048,-0.4183,10.7949,0.1229,-25.8082,-0.2939,0.0114,0.675,0.634,0.6509,0.9393,0.9643,1.0266,0.4556,0.402,0.4236,0.8824,0.9299,1.0538,0.4371,0.5083,-66.3034,1.1629,-151.6865,-130.4398,1.499,0.753,0.6294,0.5023,0.4198,0.8358,0.8237,0.6478,0.9545,0.7864,1.1588,1.4736,0.011,10.7365,-0.7729,0.1642,0.3893,-0.4381,-0.5009,0.2176,?,?,?,?,?,DAVANTI_PANTALONI
1.0571,13.6276,3.6916,19.8662,-0.9959,-2.3578,40.2764,6.3464,38.2878,-1.0772,0.3976,27.7505,5.2679,25.8557,-0.9242,8.2393,20.6031,4.5391,21.2808,0.0278,-0.4484,2.6588,0.1283,-5.93,-0.2862,0.0483,0.5817,0.7008,0.8133,1.2047,1.3982,1.1606,0.3384,0.4911,0.6614,1.4514,1.9549,1.3469,0.4992,0.7982,-16.2725,1.5988,-32.5947,-20.3864,0.54,0.7408,0.4547,1.3718,0.842,0.6138,0.5189,0.7684,0.9335,1.4808,1.7992,1.215,0.0131,12.7259,-0.6324,0.0414,0.0666,-0.6466,-0.3948,0.3881,?,?,?,?,?,DAVANTI_PANTALONI
-1.017,5.7525,2.3984,12.9852,-2.1426,-0.8445,7.2386,2.6905,12.6236,-1.4273,0.4095,4.371,2.0907,12.7505,-0.3475,3.2847,8.4881,2.9134,14.1164,0.0018,1.2043,-2.4834,-0.3096,-2.0622,-0.2571,0.1247,0.8915,1.1472,0.8232,1.2869,0.9235,0.7176,0.7947,1.3161,0.6777,1.6561,0.8528,0.515,1.1927,2.6927,-354.9251,2.2576,-297.58,-131.8118,0.7945,0.4367,0.2922,0.5496,0.3678,0.6691,1.0286,1.0184,0.9199,0.99,0.8942,0.9032,0.0074,4.9933,0.0085,-0.199,-0.4505,0.113,-0.3659,0.4739,?,?,?,?,?,DAVANTI_PANTALONI
-0.9608,6.5412,2.5576,17.0486,-2.527,-1.1183,10.054,3.1708,15.9399,-1.7063,0.7205,7.5768,2.7526,21.9972,-0.2042,4.1181,9.9064,3.1474,18.123,0.0115,0.8592,-1.3336,-0.2333,-1.5521,-0.2716,0.175,0.8066,0.9292,0.8126,1.1519,1.0074,0.8745,0.6506,0.8633,0.6603,1.3269,1.0149,0.7648,1.2154,3.2747,-58.1705,2.6943,-47.8609,-17.7635,0.8207,0.2646,0.2637,0.3224,0.3213,0.9964,1.0696,0.775,0.9407,0.7246,0.8795,1.2138,0.009,6.3211,0.1625,-0.0805,-0.4796,0.0795,-0.4474,0.5056,?,?,?,?,?,DAVANTI_PANTALONI
1.7949,7.4043,2.7211,23.9864,-0.6327,1.6688,63.1837,7.9488,56.0599,-0.1819,0.8945,19.6189,4.4293,27.3538,-0.3141,7.2416,44.5731,6.6763,47.7947,0.0275,1.0755,2.0066,0.2479,1.8657,0.2305,0.1235,0.3423,0.6143,0.4076,1.7946,1.1906,0.6634,0.1172,0.3774,0.1661,3.2206,1.4175,0.4402,1.0774,1.4217,-6.8854,1.3196,-6.3906,-4.843,0.3097,0.7058,0.2989,2.2787,0.9652,0.4236,0.4279,0.8769,0.5019,2.0494,1.1729,0.5723,0.0141,10.3286,-0.2001,0.1752,-0.0434,0.3667,0.7869,0.6315,?,?,?,?,?,DAVANTI_PANTALONI
