@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.503,6.8793,2.6228,13.3615,-0.57,-0.9892,29.3309,5.4158,28.2995,-2.4431,-0.1216,20.3337,4.5093,23.2776,-0.9857,6.7389,12.3779,3.5182,19.2837,0.0516,-0.5085,-4.1351,0.0746,8.1324,-0.1468,-0.018,0.4843,0.5817,0.7455,1.201,1.5394,1.2817,0.2345,0.3383,0.5558,1.4425,2.3696,1.6427,0.2416,0.4198,-4.6203,1.7378,-19.1252,-11.0053,1.0354,0.726,0.4185,0.7011,0.4042,0.5765,0.4721,0.574,0.6929,1.2157,1.4675,1.2071,0.008,9.5192,0.2325,-0.1286,0.1309,0.1694,-0.4698,-0.0169,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1059,0.015,0.1226,0.5615,-3.0512,-0.0853,0.0074,0.0861,0.4991,-1.727,-0.0183,0.0059,0.0767,0.4888,-2.1382,0.1895,0.0112,0.106,0.4626,0.039,1.2423,5.7945,-0.5589,4.6644,-0.4499,-0.0965,1.4241,1.5981,1.1568,1.1222,0.8123,0.7239,2.028,2.554,1.3382,1.2594,0.6599,0.524,1.3379,1.2699,-22.5078,0.9492,-16.8232,-17.7241,0.7573,0.8899,0.2879,1.1752,0.3802,0.3235,1.125,1.1488,1.2137,1.0212,1.0789,1.0565,0.001,0.2839,0.3505,-0.1759,-0.6836,0.8166,-0.6414,-0.3201,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0367,0.2785,0.5277,2.1674,-0.9882,-0.3101,0.5141,0.717,3.0945,-1.2385,-0.0846,0.5823,0.7631,4.1807,-0.5604,1.1373,0.186,0.4312,2.4756,0.1032,0.1184,0.4342,-0.0323,3.6657,-0.2727,-0.0744,0.736,0.6916,1.2238,0.9396,1.6626,1.7695,0.5417,0.4783,1.4976,0.8829,2.7644,3.131,0.6292,0.7175,-3.7794,1.1404,-6.0066,-5.2673,0.7886,0.4069,0.3949,0.516,0.5007,0.9705,0.7004,0.5184,0.8755,0.7402,1.25,1.6887,0.0023,1.6737,0.2014,-0.3992,0.0595,0.1367,-0.1197,0.3605,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1146,0.0037,0.0609,0.3404,-5.9033,-0.0857,0.0032,0.0565,0.2873,-2.7638,0.0175,0.0021,0.0459,0.2657,-0.8263,0.1585,0.0047,0.0684,0.339,0.0745,1.3371,-6.5391,-0.7232,-4.8905,-0.5409,0.1106,1.0767,1.3271,0.8903,1.2326,0.8269,0.6709,1.1592,1.7613,0.7927,1.5193,0.6838,0.4501,1.3797,2.4212,-10.6693,1.7548,-7.7329,-4.4066,0.646,0.3389,0.1346,0.5247,0.2084,0.3972,1.1848,1.281,1.0041,1.0813,0.8475,0.7838,0.001,0.2448,0.7342,-0.3022,-0.9292,0.3058,-0.8141,0.1298,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.6684,0.0538,0.232,1.7148,?,-0.264,1.619,1.2724,4.7974,-0.6507,0.0553,1.2142,1.1019,4.625,-0.347,1.6292,0.7522,0.8673,4.1339,0.0529,2.5316,-12.0849,-0.4102,-4.7736,-0.1621,0.0339,0.1823,0.2105,0.2675,1.1547,1.4671,1.2705,0.0332,0.0443,0.0715,1.3334,2.1523,1.6141,0.9067,1.4393,-7.4242,1.5874,-8.188,-5.1582,0,0,0,0.8464,0.6658,0.7867,0.3574,0.3708,0.4148,1.0373,1.1605,1.1188,0.005,2.6065,-0.0563,-0.1834,-0.2333,0.9521,0.579,0.6535,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.4004,1.3772,1.1736,4.4555,-0.677,0.2766,2.5774,1.6054,5.9426,-0.4874,0.0185,2.6731,1.635,8.6992,-0.4089,2.3512,1.3366,1.1561,5.4902,0.1162,1.4477,21.6054,0.1703,14.9241,0.1176,0.0079,0.731,0.7178,1.0151,0.9819,1.3886,1.4142,0.5343,0.5152,1.0304,0.9642,1.9283,1.9999,0.9237,0.7124,-2.4927,0.7712,-2.6985,-3.4989,0.665,0.4303,0.4277,0.6471,0.6432,0.994,0.7498,0.5122,0.8115,0.6831,1.0824,1.5845,0.0035,3.4368,0.6853,0.0722,0.4369,0.2798,0.607,0.6496,3.5612,1.1815,1.087,3,0.4,?,?,?,?,?,SINISTRA_PANTALONI
-0.0648,0.6146,0.784,8.6843,-3.8535,-0.1215,1.5391,1.2406,9.4881,-1.0896,0.0982,1.2234,1.1061,7.3772,-1.0045,1.3208,1.6613,1.2889,6.9781,0.0062,0.5338,-0.6603,-0.0491,-1.237,-0.092,0.0744,0.6319,0.7088,0.6082,1.1216,0.9625,0.8581,0.3993,0.5024,0.37,1.2581,0.9264,0.7364,1.3936,1.8651,-157.5118,1.3383,-113.0234,-84.4543,0.3941,0.4862,0.2548,1.2338,0.6466,0.5241,0.9153,1.1772,1.2445,1.2861,1.3597,1.0572,0.0012,1.939,-0.0448,-0.2054,-0.3759,-0.7534,-0.0639,0.1641,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.3962,3.1539,1.7759,8.7765,-0.5923,-0.8328,13.4872,3.6725,16.7393,-0.6064,-0.0092,10.7111,3.2728,15.9336,-0.6501,4.3392,9.3743,3.0618,13.0429,0.0111,-0.4757,-43.1472,0.0913,90.6939,-0.1919,-0.0021,0.4836,0.5426,0.58,1.1221,1.1995,1.0689,0.2338,0.2944,0.3364,1.2592,1.4387,1.1426,0.5166,0.52,-22.2308,1.0066,-43.0309,-42.7486,0.529,0.5708,0.4179,1.0792,0.79,0.7321,0.5243,0.5508,0.6729,1.0506,1.2834,1.2216,0.0065,6.5859,-0.3606,0.1018,0.2806,0.7769,0.1162,0.2995,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.0286,1.1817,1.0871,7.9864,-0.8336,-0.2359,1.3083,1.1438,6.7792,-1.0687,0.2078,1.7514,1.3234,8.6007,-0.565,1.4645,2.1963,1.482,6.2337,0.0037,-0.1212,0.1376,0.0195,-1.1355,-0.1611,0.1419,0.9504,0.8214,0.7335,0.8643,0.7718,0.893,0.9033,0.6747,0.5381,0.747,0.5957,0.7974,1.0367,1.1694,-157.5365,1.128,-151.9546,-134.7167,1.3291,0.7925,0.6962,0.5963,0.5238,0.8784,1.1781,0.9286,1.2812,0.7882,1.0875,1.3797,0.0022,2.2001,0.2071,0.0855,0.1088,-0.5948,-0.4068,0.3772,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.3732,3.6089,1.8997,9.1035,-0.9447,-0.7316,7.9039,2.8114,16.9867,-0.9688,-0.3278,3.6732,1.9166,12.1455,-1.241,3.415,4.3057,2.075,8.9568,0.0271,-0.5101,-1.1384,0.1093,2.2318,-0.2142,-0.096,0.6757,0.9912,0.9155,1.4669,1.3549,0.9236,0.4566,0.9825,0.8382,2.1518,1.8357,0.8531,0.5291,0.6575,-17.7071,1.2428,-33.4692,-26.9303,0.5426,0.8637,0.5085,1.5919,0.9371,0.5887,0.5359,0.7495,1.0164,1.3986,1.8965,1.356,0.0062,5.154,-0.3059,-0.1434,0.1539,0.5032,-0.2233,-0.1473,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.2842,6.1708,2.4841,15.5329,-0.5926,-0.5086,13.1204,3.6222,18.3117,-2.436,0.1076,17.1172,4.1373,16.225,-1.1787,5.2221,9.4894,3.0805,15.728,0.0236,-0.5588,2.6405,0.0544,-4.7251,-0.0974,0.0206,0.6858,0.6004,0.8064,0.8755,1.1759,1.3431,0.4703,0.3605,0.6503,0.7665,1.3826,1.8038,0.4452,0.6585,-15.1889,1.479,-34.1161,-23.0674,1.83,1.3096,0.6055,0.7156,0.3308,0.4623,0.8483,0.9573,0.9876,1.1286,1.1643,1.0316,0.0042,8.1568,0.6685,0.44,0.0452,0.8603,-0.34,-0.1263,296.7606,8418.9463,91.7548,330,0.1316,?,?,?,?,?,SINISTRA_PANTALONI
0.3222,5.1367,2.2664,13.3159,-0.8452,-1.4185,9.7219,3.118,20.7106,-1.3932,-0.0709,10.5427,3.2469,15.1986,-0.9309,4.6525,5.8765,2.4241,14.4232,0.0237,-0.2272,-4.545,0.0693,20.0076,-0.3049,-0.0152,0.7269,0.698,0.9349,0.9603,1.2862,1.3394,0.5284,0.4872,0.8741,0.9221,1.6544,1.794,0.5059,0.8324,-17.4136,1.6454,-34.423,-20.9206,0.8339,0.9169,0.4885,1.0994,0.5858,0.5328,0.6429,0.8761,0.9232,1.3627,1.4359,1.0538,0.0103,7.0783,-0.5254,-0.1613,0.004,0.6825,-0.2199,0.0417,6.4196,0.2435,0.4935,1,0.8571,?,?,?,?,?,SINISTRA_PANTALONI
1.6884,2.4093,1.5522,7.3954,-0.4512,-1.9938,3.8254,1.9559,9.619,-2.9291,-0.0453,4.3762,2.0919,10.8284,-1.3809,3.7882,3.0887,1.7575,8.5007,0.0378,-0.8468,-37.2575,0.4457,43.9968,-0.5263,-0.012,0.7936,0.742,0.8832,0.935,1.1129,1.1903,0.6298,0.5505,0.78,0.8742,1.2385,1.4168,0.3207,0.3661,-6.8803,1.1418,-21.4559,-18.7911,2.0816,1.1204,0.5768,0.5383,0.2771,0.5148,0.7688,0.683,0.87,0.8883,1.1316,1.2738,0.018,5.9245,-0.7102,-0.4709,0.74,0.4723,-0.7408,-0.4683,2,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-0.7156,6.4351,2.5368,21.9787,-0.417,-0.7194,20.5044,4.5282,35.5661,-0.5287,0.1783,20.1118,4.4846,21.8419,-0.5636,5.2043,21.0276,4.5856,28.9812,0.0192,0.9947,-4.0123,-0.1375,-4.0338,-0.1382,0.0343,0.5602,0.5657,0.5532,1.0097,0.9875,0.978,0.3138,0.32,0.306,1.0195,0.9751,0.9565,0.5258,0.8215,-11.3958,1.5624,-21.6738,-13.8722,0.6667,1.1104,0.5249,1.6655,0.7874,0.4727,0.618,1.0063,0.7584,1.6283,1.2272,0.7537,0.0071,7.7344,0.5987,0.3145,0.2888,0.0576,-0.0001,0.3582,2.0828,0.0759,0.2755,1,0.6667,?,?,?,?,?,SINISTRA_PANTALONI
0.1499,0.9759,0.9879,4.8031,-1.6283,-3.2899,9.5416,3.089,9.337,-12.9398,1.1883,4.0839,2.0209,7.3531,-0.3307,4.0198,10.7007,3.2712,9.5756,0.0137,-0.0456,0.1262,0.0373,-2.7687,-0.8184,0.2956,0.3198,0.4888,0.302,1.5285,0.9443,0.6178,0.1023,0.239,0.0912,2.3364,0.8917,0.3817,0.3433,1.6284,-22.3562,4.743,-65.1164,-13.729,2.7283,0.3307,0.1882,0.1212,0.069,0.5691,0.5144,0.6532,0.5016,1.2698,0.9751,0.7679,0.1061,5.7435,-0.0515,-0.2704,-0.0621,-0.783,-0.9863,0.8511,4.8931,15.1794,3.8961,12,0,?,?,?,?,?,SINISTRA_PANTALONI
-1.6423,4.8556,2.2035,6.6214,-10.5852,-0.2223,1.4437,1.2015,5.1793,-1.9624,1.038,5.8103,2.4105,8.7533,-0.2642,3.0063,6.8961,2.626,7.6561,0.0366,7.3868,-1.5821,-0.5463,-0.2142,-0.074,0.3453,1.834,0.9142,0.8391,0.4985,0.4575,0.9179,3.3634,0.8357,0.7041,0.2485,0.2093,0.8426,1.7633,3.3068,-20.8011,1.8753,-11.7965,-6.2904,0.3269,0.0825,0.0719,0.2525,0.22,0.8712,1.2784,0.7564,0.8649,0.5917,0.6765,1.1433,0.0593,4.5224,0.1117,-0.6338,-0.8841,-0.485,-0.4284,0.8161,13.8397,64.6384,8.0398,24,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0968,0.6509,0.8068,4.3824,-0.6101,0.3093,1.9602,1.4001,6.9197,-1.3632,1.017,7.8017,2.7932,10.207,-0.2099,2.6261,4.6557,2.1577,8.144,0.068,-0.313,-0.0952,-0.0369,0.3042,0.1178,0.3873,0.5763,0.2888,0.3739,0.5012,0.6489,1.2945,0.3321,0.0834,0.1398,0.2512,0.421,1.6757,0.416,0.9379,-2.7936,2.2545,-6.7148,-2.9784,0.9296,0.3226,0.3115,0.3471,0.3351,0.9654,0.6333,0.4294,0.5381,0.6779,0.8497,1.2533,0.0323,3.6487,-0.2333,0.1123,0.3511,-0.6057,-0.5895,0.9216,1,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.705,6.0697,2.4637,13.0527,-1.1967,-2.5579,14.1478,3.7614,14.4872,-10.2744,0.8357,12.2367,3.4981,13.4498,-0.3514,4.6222,18.8279,4.3391,15.2373,0.0403,-0.2756,0.8436,0.1525,-3.0607,-0.5534,0.1808,0.655,0.7043,0.5678,1.0753,0.8668,0.8062,0.429,0.496,0.3224,1.1562,0.7514,0.6499,0.5386,2.0331,-11.104,3.7748,-20.6166,-5.4616,4.6242,0.597,0.3742,0.1291,0.0809,0.6268,0.901,0.9705,0.8566,1.0771,0.9508,0.8827,0.0843,7.127,-0.5786,-0.0434,0.3804,-0.5435,-0.9575,0.688,1,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.0487,1.1238,1.0601,6.4045,-0.4698,1.6087,4.8465,2.2015,7.0021,-0.1513,0.7528,3.9526,1.9881,9.0639,-0.2325,2.5732,6.4585,2.5414,10.3831,0.0103,0.0303,0.0647,0.0189,2.1371,0.6252,0.2925,0.4815,0.5332,0.4171,1.1073,0.8663,0.7823,0.2319,0.2843,0.174,1.2262,0.7504,0.612,2.2251,1.1974,-18.9142,0.5381,-8.5003,-15.7962,0.7164,0.5925,0.4153,0.827,0.5797,0.701,0.9147,0.7066,0.6168,0.7725,0.6744,0.873,0.0538,3.6856,0.5145,0.4753,0.5542,0.4656,0.8976,0.7552,8.1985,21.3499,4.6206,12,0,?,?,?,?,?,SINISTRA_PANTALONI
0.3466,3.6684,1.9153,11.0186,-1.5326,-0.9435,12.8387,3.5831,17.9567,-1.0031,-0.9392,21.5283,4.6399,20.244,-0.8384,5.4768,9.9323,3.1516,13.137,0.0319,-0.3674,-0.3691,0.0633,1.0046,-0.1723,-0.1715,0.5345,0.4128,0.6077,0.7722,1.1369,1.4722,0.2857,0.1704,0.3693,0.5964,1.2926,2.1675,0.7415,0.7222,-15.3915,0.974,-20.7563,-21.3106,0.4853,0.3951,0.3206,0.8141,0.6606,0.8115,0.6136,0.5443,0.8387,0.887,1.3669,1.541,0.0092,8.1988,-0.7995,-0.3005,0.0445,0.5587,-0.0579,0.2229,34.8449,115.402,10.7425,45.0137,0.0843,?,?,?,?,?,SINISTRA_PANTALONI
-0.0209,2.9941,1.7303,11.0286,-1.4648,-1.0262,5.9488,2.439,16.1278,-1.0667,-0.0857,2.1557,1.4682,8.9098,-0.6845,2.4824,5.9971,2.4489,9.4192,0.0101,0.0204,0.2444,-0.0084,11.9758,-0.4134,-0.0345,0.7094,1.1785,0.7066,1.6612,0.996,0.5995,0.5033,1.3889,0.4993,2.7596,0.992,0.3595,0.7874,1.8103,-68.4268,2.2992,-86.9051,-37.7976,0.5734,0.8459,0.4703,1.4754,0.8202,0.5559,0.6838,1.2378,1.1709,1.8101,1.7122,0.9459,0.0069,3.8082,-0.2393,-0.7245,-0.2186,0.5769,-0.3958,0.138,4.0472,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.445,0.9749,0.9874,4.5949,-0.6422,-0.8322,2.8541,1.6894,8.4712,-1.9908,-0.7756,2.7968,1.6724,8.3791,-1.6411,2.1043,3.6901,1.921,7.5214,0.03,-0.5347,-0.5737,0.2115,1.073,-0.3955,-0.3686,0.5844,0.5904,0.514,1.0102,0.8795,0.8706,0.3416,0.3486,0.2642,1.0205,0.7734,0.7579,0.3187,0.3451,-7.7296,1.083,-24.2566,-22.397,0.9879,0.8819,0.3609,0.8928,0.3653,0.4092,0.5424,0.5484,0.6109,1.011,1.1263,1.114,0.0081,3.2732,-0.5785,-0.1241,0.3759,0.7733,-0.8305,-0.6507,34.0692,20.5911,4.5377,23.201,0.4103,?,?,?,?,?,SINISTRA_PANTALONI
0.6905,2.5312,1.591,7.3289,-0.2364,-1.3207,4.0251,2.0063,7.7017,-19.9809,-1.212,4.7054,2.1692,10.9025,-1.5815,2.6896,7.7177,2.7781,9.2934,0.0177,-0.5228,-0.5697,0.2567,1.0897,-0.491,-0.4506,0.793,0.7334,0.5727,0.9249,0.7222,0.7808,0.6288,0.5379,0.328,0.8554,0.5215,0.6097,0.1911,0.2098,-8.3831,1.0981,-43.8728,-39.9525,16.1474,1.4035,0.6265,0.0869,0.0388,0.4464,0.9516,0.6722,0.7886,0.7064,0.8287,1.1731,0.0128,4.0111,-0.6867,0.3723,0.5608,0.3724,-0.939,-0.5031,35.6786,28.5836,5.3464,25.3598,0.3401,?,?,?,?,?,SINISTRA_PANTALONI
0.324,4.4446,2.1082,9.4235,-0.5693,0.3456,6.5161,2.5527,14.463,-1.0018,-0.4102,4.411,2.1002,12.3789,-1.1993,3.3887,4.2812,2.0691,10.1705,0.0354,0.9373,-0.7898,0.0956,-0.8426,0.102,-0.1211,0.8259,1.0038,1.0189,1.2154,1.2337,1.015,0.6821,1.0076,1.0382,1.4772,1.522,1.0303,0.4723,0.5064,-9.1552,1.0722,-19.385,-18.0788,0.8312,1.0669,0.5695,1.2836,0.6852,0.5338,0.6516,0.7612,0.9265,1.1684,1.4221,1.2171,0.0042,5.2528,0.2082,-0.3684,0.4143,-0.8523,0.1969,-0.1617,4.2088,0.2726,0.5221,3.9881,0.5007,?,?,?,?,?,SINISTRA_PANTALONI
0.1021,5.5825,2.3627,18.9911,-0.461,0.8011,12.1795,3.4899,22.1887,-1.4842,0.8257,5.6549,2.378,16.2549,-0.963,4.4042,5.3536,2.3138,15.3963,0.0261,0.1274,0.1236,0.0232,0.9702,0.1819,0.1875,0.677,0.9936,1.0212,1.4676,1.5083,1.0278,0.4584,0.9872,1.0428,2.1538,2.275,1.0563,0.4521,0.7515,-14.5348,1.6624,-32.153,-19.3414,1.4552,1.5698,0.8222,1.0787,0.565,0.5238,0.8559,1.1683,1.2335,1.365,1.4412,1.0558,0.0078,6.648,-0.4065,0.2532,0.4309,-0.034,-0.1061,-0.0572,0.102,0.2277,0.4772,5,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.4966,14.5073,3.8088,17.4779,-0.9828,-1.6582,21.9393,4.6839,20.8106,-3.0621,1.2015,22.3179,4.7242,21.9851,-0.763,6.3456,22.9378,4.7893,18.6823,0.0115,0.2995,-0.4133,-0.0783,-1.3801,-0.2613,0.1894,0.8132,0.8062,0.7953,0.9915,0.978,0.9864,0.6612,0.65,0.6325,0.983,0.9565,0.973,0.5522,0.9105,-39.811,1.6487,-72.0916,-43.7266,1.7206,0.7069,0.4664,0.4108,0.2711,0.6598,0.8399,0.795,0.9355,0.9466,1.1139,1.1768,0.0142,9.8221,-0.7156,-0.4745,0.2142,0.0839,-0.7256,0.1749,3.4459,137.923,11.7441,47,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.7225,11.2952,3.3608,17.5981,-0.8701,-1.4929,26.9913,5.1953,25.5406,-1.4232,0.7245,21.629,4.6507,24.7546,-1.1859,6.8191,16.6911,4.0855,17.9266,0.0144,0.484,-0.9972,-0.106,-2.0604,-0.2189,0.1063,0.6469,0.7227,0.8226,1.1171,1.2717,1.1383,0.4185,0.5222,0.6767,1.2479,1.6171,1.2958,0.5458,0.6097,-31.1882,1.1169,-57.1401,-51.1575,0.8928,0.831,0.5174,0.9307,0.5795,0.6226,0.689,0.7109,0.9817,1.0317,1.4247,1.3809,0.0121,10.6218,-0.3981,-0.3741,-0.1836,-0.497,-0.3611,0.3136,0.1477,0.1259,0.3548,1,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.2866,2.052,1.4325,8.3821,-1.0906,-0.3835,3.5719,1.8899,10.7868,-0.9808,-0.1312,3.7737,1.9426,11.8154,-0.5846,2.3623,4.0636,2.0158,8.2848,0.0155,0.7473,2.1844,-0.1213,2.9231,-0.1623,-0.0555,0.758,0.7374,0.7106,0.9729,0.9375,0.9637,0.5745,0.5438,0.505,0.9465,0.879,0.9286,0.8187,1.0032,-33.4698,1.2253,-40.881,-33.3646,0.7362,0.5377,0.4764,0.7303,0.6471,0.886,0.7771,0.7094,1.0117,0.9129,1.302,1.4262,0.0035,3.7095,-0.3534,-0.2218,-0.3296,0.5134,0.0816,0.2489,3.4143,0.2998,0.5475,2,0.5,?,?,?,?,?,SINISTRA_PANTALONI
-0.4357,4.0501,2.0125,10.9971,-1.8694,-0.9027,6.3778,2.5254,11.6095,-1.163,0.0521,7.4235,2.7246,19.7315,-0.2404,3.6575,5.4813,2.3412,16.4331,0.0152,0.4827,-8.3662,-0.1191,-17.3319,-0.2468,0.0142,0.7969,0.7386,0.8596,0.9269,1.0787,1.1638,0.635,0.5456,0.7389,0.8591,1.1636,1.3543,1.1477,1.8735,-28.3384,1.6323,-24.6904,-15.1262,0.7141,0.2409,0.2297,0.3374,0.3217,0.9533,0.9472,0.5573,0.6692,0.5884,0.7065,1.2007,0.0074,5.7342,0.0506,-0.0056,-0.2623,0.5064,-0.1831,0.3197,1.9779,0.1686,0.4106,2,0.3333,?,?,?,?,?,SINISTRA_PANTALONI
0.5234,6.3028,2.5105,17.796,-1.8602,-1.4608,47.9396,6.9238,50.4878,-0.348,0.0022,17.2583,4.1543,25.6952,-0.3659,6.5139,31.4776,5.6105,37.9928,0.029,-0.3583,242.0145,0.0803,-675.5407,-0.2243,0.0003,0.3626,0.6043,0.4475,1.6667,1.2341,0.7405,0.1315,0.3652,0.2002,2.7778,1.523,0.5483,0.8879,1.6814,-10.1953,1.8936,-11.4822,-6.0635,0.1661,0.3308,0.159,1.9909,0.9572,0.4808,0.3525,0.6926,0.4684,1.9649,1.3289,0.6763,0.0112,9.3497,-0.3783,-0.2459,-0.4765,0.2418,0.508,0.5875,1.3741,0.8529,0.9235,3,0,?,?,?,?,?,SINISTRA_PANTALONI
