@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.4639,6.8735,2.6217,15.0227,-0.6458,2.5161,43.4029,6.5881,30.1457,-0.718,10.0129,19.7862,4.4482,23.3332,-0.0668,12.3702,23.8463,4.8833,20.3152,0.1598,0.1844,0.0463,0.0375,0.2513,0.2034,0.8094,0.398,0.5894,0.5369,1.4811,1.3491,0.9109,0.1584,0.3474,0.2882,2.1936,1.8201,0.8297,0.4679,4.0368,-1.5253,8.6278,-3.2601,-0.3779,0.5202,0.4173,0.3775,0.8022,0.7257,0.9046,0.4983,0.6438,0.7395,1.292,1.4839,1.1486,0.0744,17.4542,0.0934,-0.0897,-0.0477,0.1611,0.3919,0.879,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1087,0.0152,0.1234,0.5636,-3.0674,11.8067,0.0135,0.1161,0.539,0.9554,9.908,0.0059,0.0768,0.4705,0.9533,15.4142,0.0153,0.1237,0.6026,0.9617,-0.0092,-0.011,-0.0071,1.1916,0.766,0.6428,1.0624,1.6069,0.9974,1.5125,0.9388,0.6207,1.1288,2.5822,0.9948,2.2877,0.8813,0.3852,-0.0368,-0.0443,-0.0281,1.202,0.7634,0.6351,0.0115,0.0138,0.0088,1.1994,0.7684,0.6407,1.0458,1.1979,0.9353,1.1455,0.8944,0.7808,0.1101,21.8431,0.297,-0.1507,0.145,0.5698,0.9484,0.8112,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0382,0.2808,0.5299,2.174,-0.9966,6.8622,0.5818,0.7627,2.8412,0.651,9.9331,0.5787,0.7607,4.1545,0.6726,12.1029,0.7208,0.849,3.9682,0.7288,-0.0056,-0.0038,-0.0032,0.6908,0.567,0.8207,0.6948,0.6966,0.6242,1.0027,0.8984,0.896,0.4827,0.4853,0.3896,1.0054,0.8071,0.8028,-0.2047,-0.1271,-0.1018,0.621,0.4971,0.8005,0.1337,0.0858,0.0744,0.6416,0.5565,0.8673,0.7652,0.5233,0.5479,0.6839,0.716,1.0469,0.0862,17.2499,-0.1277,-0.3878,-0.3528,0.2508,0.6967,0.8685,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.1146,0.0037,0.0606,0.2901,-4.7871,8.3149,0.0121,0.1102,0.5233,0.9393,9.9727,0.0021,0.0461,0.2439,0.9759,12.9852,0.0067,0.0822,0.4084,0.9691,-0.0138,-0.0115,-0.0088,0.8338,0.6403,0.768,0.5503,1.315,0.7381,2.3895,1.3412,0.5613,0.3028,1.7292,0.5448,5.7099,1.7989,0.315,-0.0296,-0.0243,-0.0188,0.821,0.6324,0.7703,0.0058,0.005,0.0038,0.853,0.6525,0.7649,0.5543,1.1893,0.7104,2.1455,1.2815,0.5973,0.0908,18.4035,0.2065,-0.1286,0.1161,0.0976,0.8993,0.5277,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.6751,0.0552,0.235,1.7201,?,9.8473,2.2037,1.4845,5.439,0.5911,9.9486,1.2207,1.1048,4.4078,0.662,14.0237,3.2158,1.7933,6.5907,0.6407,-0.0686,-0.0679,-0.0481,0.9898,0.7022,0.7094,0.1583,0.2127,0.131,1.3436,0.8278,0.6161,0.0251,0.0452,0.0172,1.8053,0.6853,0.3796,-0.2188,-0.1993,-0.1464,0.9107,0.6691,0.7346,0,0,0,1.02,0.7252,0.711,0.3163,0.3903,0.261,1.234,0.8253,0.6688,0.0967,20.471,-0.0229,-0.1858,-0.1003,0.9145,0.9838,0.9721,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.3938,1.3961,1.1816,4.5473,-0.6713,6.1036,4.1874,2.0463,7.4414,0.3217,9.9155,2.6155,1.6172,8.5932,0.4637,11.8429,3.67,1.9157,8.7972,0.4839,0.0645,0.0397,0.0333,0.6156,0.5154,0.8372,0.5774,0.7306,0.6168,1.2653,1.0682,0.8442,0.3334,0.5338,0.3804,1.601,1.141,0.7127,-0.5174,-0.2458,-0.2214,0.4751,0.4279,0.9007,0.248,0.1698,0.1596,0.6847,0.6436,0.94,0.6111,0.5292,0.5169,0.866,0.8459,0.9768,0.0838,17.0733,0.5538,0.1043,0.4032,0.099,0.6663,0.805,3.5612,1.1815,1.087,3,0.4,?,?,?,?,?,SINISTRA_PANTALONI
-0.0249,1.0905,1.0443,15.5375,-0.7963,-12.0577,1.9913,1.4112,15.7699,?,9.8415,1.0511,1.0252,6.9822,0.4738,15.611,2.6728,1.6349,10.3089,0.4816,0.0021,-0.0025,-0.0016,-1.2252,-0.7724,0.6304,0.74,1.0186,0.6387,1.3765,0.8632,0.6271,0.5476,1.0375,0.408,1.8946,0.7451,0.3932,0.4368,-1.0954,-0.7191,-2.508,-1.6464,0.6565,0,0.6518,0.4349,0,0,0.6673,0.9853,2.2253,1.5072,2.2586,1.5297,0.6773,0.1096,22.3094,-0.1871,-0.2249,0.0708,-0.6892,-0.9541,0.8495,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.4004,3.2103,1.7917,8.7583,-0.5728,1.9524,11.2652,3.3564,12.3095,-0.2758,9.5933,11.2406,3.3527,16.1728,0.1606,10.4044,13.4691,3.67,16.4415,0.1628,0.2051,0.0417,0.0385,0.2035,0.1877,0.922,0.5338,0.5344,0.4882,1.0011,0.9145,0.9135,0.285,0.2856,0.2383,1.0022,0.8364,0.8345,1.1987,-1.0311,-0.9978,-0.8602,-0.8324,0.9677,0.5771,0.289,0.2836,0.5008,0.4913,0.9811,0.7115,0.5415,0.5327,0.7611,0.7487,0.9837,0.069,13.9169,-0.4968,0.0476,0.0122,0.4957,0.6091,0.9787,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.0158,1.0031,1.0015,7.9706,-0.8637,-12.5003,2.3076,1.5191,16.0724,?,9.9308,1.7946,1.3396,8.6091,0.4323,16.0266,3.1334,1.7701,10.7041,0.5104,-0.0013,0.0016,0.001,-1.2587,-0.78,0.6196,0.6593,0.7476,0.5658,1.134,0.8582,0.7568,0.4347,0.559,0.3201,1.2859,0.7365,0.5727,0.2298,-0.5635,-0.331,-2.4517,-1.4404,0.5875,0,0.282,0.1956,0,0,0.6936,0.4959,0.9258,0.7446,1.8669,1.5015,0.8043,0.1124,23.0232,0.2159,0.0913,-0.0838,-0.5529,-0.9062,0.8494,0,0,0,0,0,?,?,?,?,?,SINISTRA_PANTALONI
0.4022,3.4091,1.8464,8.8188,-0.8566,1.4375,9.8564,3.1395,20.3255,-0.289,9.3554,3.9523,1.988,12.592,0.1569,10.0987,4.9852,2.2328,18.2387,0.1372,0.2798,0.043,0.0398,0.1537,0.1423,0.9264,0.5881,0.9287,0.827,1.5792,1.4061,0.8904,0.3459,0.8626,0.6838,2.4939,1.9771,0.7928,0.8929,-1.7362,-1.4031,-1.9445,-1.5715,0.8082,0.3012,0.318,0.2247,1.0558,0.746,0.7066,0.4339,0.7004,0.4835,1.6142,1.1144,0.6904,0.0662,13.4528,-0.1332,-0.1012,-0.0733,0.4275,0.5801,0.9406,?,?,?,?,?,?,?,?,?,?,SINISTRA_PANTALONI
0.2564,6.054,2.4605,15.4055,-0.5855,5.5944,16.1549,4.0193,16.4417,-0.3868,9.6839,17.5654,4.1911,16.3113,0.0366,12.086,18.8433,4.3409,17.9061,0.0832,0.0458,0.0265,0.0212,0.5777,0.4629,0.8012,0.6122,0.5871,0.5668,0.959,0.9259,0.9655,0.3748,0.3447,0.3213,0.9197,0.8573,0.9322,1.2407,-9.1709,-3.5003,-7.3919,-2.8213,0.3817,0.8195,0.5739,0.4975,0.7002,0.607,0.8669,0.937,0.9445,0.8604,1.008,0.9182,0.9109,0.0788,17.5489,0.0565,0.4342,0.4407,0.2206,0.4081,0.9596,296.7606,8418.9463,91.7548,330,0.1316,?,?,?,?,?,SINISTRA_PANTALONI
0.4945,5.321,2.3067,15.2924,-0.6896,6.1765,18.3299,4.2813,22.863,-0.2458,9.4267,10.2744,3.2054,14.3428,0.1576,12.1948,12.4664,3.5308,18.9928,0.2025,0.0801,0.0525,0.0405,0.6552,0.5065,0.773,0.5388,0.7196,0.6533,1.3357,1.2126,0.9078,0.2903,0.5179,0.4268,1.784,1.4703,0.8242,1.3835,-2.3266,-1.2938,-1.6817,-0.9352,0.5561,0.4932,0.5316,0.38,1.0779,0.7705,0.7148,0.6689,1.0662,0.8052,1.594,1.2038,0.7552,0.0789,17.8442,-0.105,-0.1562,-0.3046,-0.1192,0.29,0.8921,6.4196,0.2435,0.4935,1,0.8571,?,?,?,?,?,SINISTRA_PANTALONI
1.7077,2.3927,1.5468,7.2737,-0.4402,-2.8923,4.5322,2.1289,11.6013,-2.7979,9.7784,4.2906,2.0714,10.7929,0.2482,10.71,3.412,1.8472,9.3944,0.353,-0.5904,0.1746,0.1595,-0.2958,-0.2701,0.913,0.7266,0.7468,0.8374,1.0278,1.1525,1.1214,0.5279,0.5577,0.7013,1.0563,1.3283,1.2575,0.2601,-0.624,-0.4338,-2.3988,-1.6678,0.6953,1.6534,0.3518,0.3479,0.2128,0.2104,0.9888,0.627,0.6739,0.7743,1.0749,1.2349,1.1489,0.0718,14.9152,-0.4283,-0.4784,-0.2153,0.2087,-0.142,0.903,2,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-0.8372,6.6212,2.5732,21.81,-0.4431,-0.5097,19.2105,4.383,30.342,-0.7791,9.9677,20.1242,4.486,21.9846,0.0812,11.0394,24.4026,4.9399,27.2677,0.0863,1.6427,-0.084,-0.0758,-0.0511,-0.0462,0.9029,0.5871,0.5736,0.5209,0.977,0.8873,0.9081,0.3447,0.329,0.2713,0.9546,0.7872,0.8247,0.504,-3.4453,-2.5996,-6.8359,-5.158,0.7545,0.8862,0.6316,0.5064,0.7128,0.5715,0.8018,0.7188,0.9921,0.7998,1.3801,1.1127,0.8063,0.0691,14.5176,0.4571,0.2748,0.2523,-0.1986,-0.2982,0.9345,2.0828,0.0759,0.2755,1,0.6667,?,?,?,?,?,SINISTRA_PANTALONI
0.3548,0.3977,0.6307,3.518,-1.5142,0.6272,4.8144,2.1942,8.0058,-0.9615,9.608,1.1513,1.073,5.6219,0.5405,9.8934,1.317,1.1476,5.7494,0.5352,0.5658,0.0369,0.0359,0.0653,0.0634,0.9712,0.2874,0.5878,0.5496,2.0449,1.912,0.935,0.0826,0.3455,0.302,4.1818,3.6556,0.8742,0.5399,-0.3204,-0.3201,-0.5934,-0.5928,0.999,0.3428,0.1144,0.1131,0.3336,0.33,0.9892,0.4394,0.6258,0.6119,1.424,1.3924,0.9778,0.0735,12.1932,-0.2218,-0.1443,-0.246,-0.3291,-0.25,0.9852,4.8931,15.1794,3.8961,12,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.3283,1.4762,1.215,5.3677,-1.4492,-1.1346,6.5639,2.562,10.1564,-5.2702,9.6126,2.6256,1.6204,6.8607,0.4942,10.0019,4.423,2.1031,9.3106,0.424,0.2893,-0.0341,-0.0328,-0.118,-0.1134,0.9611,0.4742,0.7498,0.5777,1.5811,1.2182,0.7705,0.2249,0.5622,0.3338,2.5,1.484,0.5936,0.3721,-0.4738,-0.4633,-1.2735,-1.2453,0.9778,1.353,0.1616,0.1356,0.1194,0.1002,0.8391,0.5285,0.7824,0.5765,1.4804,1.0908,0.7369,0.0739,12.1703,-0.0861,0.1056,0.0894,-0.6963,-0.8378,0.9674,13.8397,64.6384,8.0398,24,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.0971,0.6908,0.8312,4.0071,-1.0829,0.1766,19.5358,4.4199,16.6885,-2.5613,9.6389,5.4982,2.3448,8.9302,0.4116,10.4239,10.0172,3.165,13.0249,0.3242,-0.55,-0.0101,-0.0093,0.0183,0.0169,0.9247,0.1881,0.3545,0.2626,1.885,1.3965,0.7409,0.0354,0.1257,0.069,3.5531,1.9502,0.5489,0.1736,-0.3335,-0.3334,-1.9211,-1.9208,0.9998,0.4105,0.1267,0.0998,0.3087,0.2431,0.7875,0.2401,0.4487,0.3076,1.8688,1.2813,0.6856,0.0736,13.6668,0.1942,-0.3962,-0.2872,-0.6675,-0.7482,0.9749,1,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.1992,8.9173,2.9862,15.7637,-2.0627,0.4503,19.4932,4.4151,17.0484,-1.5825,9.7801,13.614,3.6897,16.4847,0.2067,10.9571,17.8593,4.226,17.6701,0.2036,0.4425,0.0204,0.0182,0.046,0.0411,0.8926,0.6764,0.8093,0.7066,1.1966,1.0447,0.8731,0.4575,0.655,0.4993,1.4319,1.0915,0.7623,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0.7797,0.2477,0.232,0.3177,0.2975,0.9365,0.9246,0.9563,0.8921,1.0342,0.9648,0.9329,0.0753,15.5801,-0.0295,-0.5455,-0.5494,-0.3393,-0.4398,0.9735,1,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
-0.3668,1.2633,1.124,7.0004,-1.2202,2.4658,2.4625,1.5692,9.0981,-0.3078,9.4382,1.0832,1.0408,6.7009,0.4859,9.9497,1.1062,1.0518,6.5772,0.5099,-0.1487,-0.0389,-0.0369,0.2613,0.2478,0.9486,0.7163,1.08,1.0686,1.5078,1.492,0.9895,0.513,1.1663,1.142,2.2734,2.226,0.9792,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4532,0.2419,0.235,0.5338,0.5184,0.9713,0.7694,1.0447,1.0643,1.3577,1.3833,1.0188,0.0745,12.9258,0.4907,0.4916,0.4717,0.0414,0.2854,0.9259,8.1985,21.3499,4.6206,12,0,?,?,?,?,?,SINISTRA_PANTALONI
0.3898,3.6924,1.9215,11.1143,-1.3699,0.3631,14.9963,3.8725,13.9991,-1.3134,8.8327,21.7452,4.6632,20.416,0.0195,9.9291,20.148,4.4887,18.2554,0.1319,1.0735,0.0441,0.0393,0.0411,0.0366,0.8896,0.4962,0.4121,0.4281,0.8304,0.8627,1.0389,0.2462,0.1698,0.1833,0.6896,0.7443,1.0793,0.8084,-15.8336,-2.3154,-19.5873,-2.8643,0.1462,0.775,0.2252,0.223,0.2906,0.2877,0.9901,0.7939,0.5444,0.6088,0.6857,0.7668,1.1184,0.059,13.5875,-0.7411,-0.2747,-0.2109,0.1852,0.0752,0.9701,34.8449,115.402,10.7425,45.0137,0.0843,?,?,?,?,?,SINISTRA_PANTALONI
0.0607,2.7847,1.6687,11.1047,-1.3612,4.322,7.5779,2.7528,17.2015,-0.0449,9.7269,2.2815,1.5105,9.2081,0.397,10.9809,5.3591,2.315,14.0485,0.3622,0.0141,0.0062,0.0055,0.4443,0.3936,0.8858,0.6062,1.1048,0.7208,1.8225,1.1891,0.6525,0.3675,1.2205,0.5196,3.3214,1.414,0.4257,8.6607,-1.0559,-0.8025,-0.1219,-0.0927,0.76,0.2857,0.308,0.2135,1.078,0.7474,0.6933,0.6456,1.206,0.7905,1.8681,1.2244,0.6555,0.071,15.1475,-0.1543,-0.7419,-0.5852,0.4029,0.8123,0.8389,4.0472,0,0,0,1,?,?,?,?,?,SINISTRA_PANTALONI
0.4823,1.0118,1.0059,4.6009,-0.516,4.0426,10.2174,3.1965,10.3489,-0.51,9.0267,2.8279,1.6816,8.4287,0.3525,10.4167,3.6058,1.8989,8.4012,0.3679,0.1193,0.0534,0.0463,0.4478,0.3881,0.8666,0.3147,0.5982,0.5297,1.9008,1.6833,0.8856,0.099,0.3578,0.2806,3.613,2.8336,0.7843,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.4428,0.2332,0.2283,0.5265,0.5157,0.9794,0.4446,0.5459,0.5476,1.2278,1.2318,1.0033,0.066,14.497,-0.5077,-0.1159,-0.3055,0.1066,0.4573,0.9232,34.0692,20.5911,4.5377,23.201,0.4103,?,?,?,?,?,SINISTRA_PANTALONI
0.7285,2.7496,1.6582,7.4812,-0.2305,3.6037,8.7406,2.9565,10.9414,-0.8944,8.6118,4.9022,2.2141,11.2799,0.2172,9.8949,6.1634,2.4826,12.0184,0.2105,0.2022,0.0846,0.0736,0.4185,0.3642,0.8703,0.5609,0.7489,0.6679,1.3353,1.1909,0.8918,0.3146,0.5609,0.4461,1.783,1.4181,0.7954,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0526,0.4219,0.3994,0.4008,0.3794,0.9467,0.6837,0.6632,0.6225,0.97,0.9104,0.9386,0.0624,14.1118,-0.8251,0.3751,0.3998,0.1166,0.0913,0.9847,35.6786,28.5836,5.3464,25.3598,0.3401,?,?,?,?,?,SINISTRA_PANTALONI
0.3319,4.5048,2.1225,9.5793,-0.5549,-11.7537,6.2701,2.504,19.8584,?,9.3896,4.4146,2.1011,12.386,0.1978,15.2299,9.6639,3.1087,18.0488,0.2828,-0.0282,0.0353,0.0218,-1.2518,-0.7718,0.6165,0.8476,1.0102,0.6828,1.1918,0.8055,0.6759,0.7185,1.0204,0.4662,1.4203,0.6488,0.4568,0.1721,-1.1192,-0.4803,-6.5013,-2.7903,0.4292,0,0.399,0.2448,0,0,0.6136,0.4824,0.7734,0.5307,1.6033,1.1003,0.6863,0.0997,22.8544,0.1463,-0.3734,-0.205,-0.8411,-0.9724,0.9378,4.2088,0.2726,0.5221,3.9881,0.5007,?,?,?,?,?,SINISTRA_PANTALONI
0.0352,5.4251,2.3292,19.0168,-0.4589,-5.3216,15.0946,3.8852,22.2558,-3.0262,10.3099,5.3411,2.3111,16.21,0.0895,12.3023,9.1296,3.0215,17.7273,0.2398,-0.0066,0.0034,0.0029,-0.5162,-0.4326,0.838,0.5995,1.0078,0.7709,1.6811,1.2858,0.7649,0.3594,1.0157,0.5942,2.8261,1.6534,0.585,0.3576,-3.754,-1.0696,-10.4979,-2.9912,0.2849,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8545,1.1732,1.0727,1.373,1.2555,0.9144,0.0789,17.496,-0.3029,0.2831,0.4826,-0.2809,-0.7856,0.7429,0.102,0.2277,0.4772,5,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.4717,14.8429,3.8527,17.906,-0.9531,-3.9132,13.7698,3.7108,14.9607,-3.8696,10.8944,20.3944,4.516,21.5633,-0.0062,12.6263,23.8087,4.8794,19.1729,0.187,0.1205,-0.0433,-0.0374,-0.3592,-0.3099,0.8628,1.0382,0.8531,0.7896,0.8217,0.7605,0.9255,1.0779,0.7278,0.6234,0.6752,0.5784,0.8566,0.735,65.547,-1.9817,89.1795,-2.6962,-0.0302,2.9841,0.4278,0.3888,0.1434,0.1303,0.9087,1.1969,0.8304,0.9339,0.6938,0.7803,1.1247,0.0783,18.1437,0.1307,-0.479,-0.3515,-0.6349,-0.8271,0.9299,3.4459,137.923,11.7441,47,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.765,11.9674,3.4594,26.2096,-1.3222,-7.6292,47.5781,6.8977,32.6126,-2.5394,10.382,21.2082,4.6052,22.2757,-0.0581,14.3631,41.0311,6.4056,28.9298,0.0303,0.1003,-0.0737,-0.0533,-0.7349,-0.5312,0.7228,0.5015,0.7512,0.5401,1.4978,1.0768,0.7189,0.2515,0.5643,0.2917,2.2434,1.1596,0.5169,0.6378,12.1936,-16.5057,19.1186,-25.8795,-1.3536,1.2249,0.5361,0.3783,0.4377,0.3088,0.7056,0.8037,1.1766,0.906,1.464,1.1273,0.77,0.0866,21.7222,-0.2047,-0.3022,-0.1598,-0.6437,-0.8175,0.8797,0.1477,0.1259,0.3548,1,0,?,?,?,?,?,SINISTRA_PANTALONI
-0.295,2.0887,1.4452,8.399,-1.0891,5.0721,9.806,3.1314,14.9177,-0.3339,9.9004,3.7362,1.9329,11.1804,0.3418,11.5896,5.1434,2.2679,12.9015,0.3336,-0.0582,-0.0298,-0.0255,0.5123,0.4376,0.8543,0.4615,0.7477,0.6373,1.6201,1.3808,0.8523,0.213,0.559,0.4061,2.6246,1.9065,0.7264,1.1726,-0.754,-0.678,-0.643,-0.5782,0.8992,0.3595,0.2367,0.2077,0.6583,0.5777,0.8775,0.563,0.7512,0.651,1.3343,1.1563,0.8666,0.0795,16.35,-0.019,-0.1796,-0.2762,0.2499,0.6282,0.873,3.4143,0.2998,0.5475,2,0.5,?,?,?,?,?,SINISTRA_PANTALONI
-0.3424,4.2347,2.0578,10.9091,-1.1344,4.4223,16.1231,4.0154,18.1735,-0.5543,9.8784,6.9344,2.6333,14.506,0.2727,11.7224,7.1338,2.6709,14.8624,0.2794,-0.0774,-0.0347,-0.0292,0.4477,0.3773,0.8427,0.5125,0.7815,0.7705,1.5248,1.5034,0.9859,0.2626,0.6107,0.5936,2.3251,2.2601,0.9721,0.8946,-1.066,-1.006,-1.1916,-1.1246,0.9437,0.4371,0.2563,0.2478,0.5862,0.5669,0.967,0.6003,0.752,0.734,1.2528,1.2228,0.976,0.0796,16.802,0.1605,-0.0016,-0.1275,0.1387,0.4713,0.8788,1.9779,0.1686,0.4106,2,0.3333,?,?,?,?,?,SINISTRA_PANTALONI
0.5539,6.465,2.5426,17.9638,-1.8698,4.1446,79.0691,8.8921,58.1452,-0.1859,10.0099,17.2827,4.1572,25.7103,0.1047,12.9696,52.2884,7.2311,49.1568,0.0731,0.1336,0.0553,0.0427,0.4141,0.3196,0.7718,0.2859,0.6116,0.3516,2.1389,1.2297,0.5749,0.0818,0.3741,0.1236,4.5751,1.5122,0.3305,1.2842,-3.8913,-3.0175,-3.0302,-2.3497,0.7754,0.1277,0.218,0.118,1.7073,0.9245,0.5415,0.3089,0.6987,0.3654,2.2616,1.1829,0.523,0.078,18.4267,-0.4858,-0.2343,-0.487,0.161,0.7076,0.719,1.3741,0.8529,0.9235,3,0,?,?,?,?,?,SINISTRA_PANTALONI
